Dam_Name,Region,Water_Level_m,Water_Inflow_cms,Water_Outflow_cms,Reservoir_Capacity_percent,Sedimentation_Rate_m_per_year,Temperature_C,Humidity_percent,Wind_Speed_kmh,Soil_Type,Evaporation_Rate_mm_per_day,Water_Usage,Water_Quality,Dam_Health
1927,34,1.8596703326028488,0.8675870538789694,0.6175767516719077,0.0,-0.6939964970201843,-1.1036405356658547,-0.14285153386413024,0.7392082712240603,0,-1.6489844668569003,0,0,1
1449,47,-1.3510983883335244,0.7686356641001859,0.5161813624352948,0.0,-1.1734482202176142,1.445848383537313,-1.7590629078236721,1.0092369170453883,0,1.3761975699273377,0,0,1
379,21,-1.4860825857269753,0.6078991045513134,0.6367753296043461,0.0,0.6796599792565333,-0.3079596627429425,0.47047178964810715,0.5916087554601712,2,1.2553015876973854,0,0,0
1189,45,-0.0008608131307848504,-0.3273545474325908,0.552536431356731,0.0,-0.4465218953647333,1.238504482077151,0.6298351477055952,0.4601710338485253,2,-0.6581310549440093,0,0,0
1151,5,-0.5476528453942262,-1.4896611563002613,-1.549398292235497,0.0,-1.1734482202176142,0.0037101832907062817,0.07937837822748427,0.5995265952660672,2,-0.15068814067197908,0,0,1
2100,12,0.1271509595716496,0.4039702367597058,-0.2971369148285112,0.0,-0.1618119163802698,-0.6527252131812632,0.6806125876231618,-0.8005059701316257,0,-0.022303336053057343,1,0,0
1278,8,0.6209032227974205,0.5234344374456413,0.07191589541631302,0.0,-1.1734482202176142,-1.5474218328297784,-0.6297036432224308,-0.4068895399780603,0,0.07257689978032954,2,0,1
305,48,-0.0008608131307848504,-0.9125964717869474,-0.10152246644306875,0.0,-1.1343685483017842,-0.02860788860727565,0.5919332329434454,-1.531933331874891,2,0.9634142221909381,1,0,1
1998,36,1.084582791014767,0.005799889435392411,-1.863244700255344,0.0,1.1591009181038407,1.5773440033864343,-0.9105881117824037,-0.7159872898050842,1,-0.5329201280949675,2,1,0
98,28,0.5431446604687143,0.0937164553348722,-0.026428130996250764,0.0,-0.18027834908696505,-0.3858976770247643,-0.15414715973695556,-0.3214518006739118,0,-1.6400696972431072,0,0,0
818,10,0.7790199958021585,-0.8798750546672615,-1.4236761848550938,0.0,0.37900361291319645,0.4978627730721238,-0.027648834965148864,0.12965056674917674,2,0.6184471230990088,0,0,0
373,21,0.2995347279599929,-0.25368084023090387,0.5654522969587971,0.0,-1.1734482202176142,0.0037101832907062817,0.3550920005577044,0.7855590489563973,0,1.4644816840279302,0,0,1
2004,30,-1.078010298017755,-0.19940300688864676,-1.6327950231869977,0.0,1.9647390415952637,0.017964494543881538,-1.6835216891785596,-0.08348193513070414,1,0.6108954519292911,1,1,0
1120,9,-0.0015684188237792066,-0.7880138006703992,-1.09513443745104,0.0,1.126595667328723,-1.5238508051172064,1.7568144345603667,1.4461088655617726,0,-1.0811588743031915,1,1,0
763,15,0.7335818540682804,-0.706247381001951,-1.5348060429949084,0.0,2.290497365898132,1.3573665438996039,0.777369064097906,-0.4141449396818687,0,0.3145138647112036,2,1,2
1318,3,0.04112653194281724,-1.1723680901306655,-1.5056670006261412,0.0,1.571049097930384,0.8970159547199242,-0.26495737057279317,0.10099457025140414,1,1.4421902184291788,2,1,0
2043,34,-0.3846532040200608,0.37016512911761495,1.1555754843230357,0.0,-0.12858198896067696,-0.42201568004804446,-1.1035464123642547,-1.7533983046500576,0,0.022797881814023247,0,0,1
1096,44,-0.7574704880097272,0.5719532286871665,0.5320698090067303,0.0,1.2611253620501697,0.4995355373835202,-1.5017876249072868,-0.662174637637506,0,1.587846550071385,0,0,0
1654,17,-0.8215190573126153,0.005799889435392411,-0.542286131146386,0.0,-1.1734482202176142,-1.361380578068343,0.6192944308391619,1.3127296912223951,1,-1.4089741709647974,0,0,0
899,40,0.5759611006863256,1.5749378777996839,2.0369885527687996,0.0,-1.1734482202176142,0.7191583089259,0.02007767996542582,-0.5801433232384798,0,0.022797881814023247,0,0,0
502,34,-0.39791538661430403,-0.3636050008646735,0.7556259115656796,0.0,-1.1734482202176142,0.0037101832907062817,-0.9668670952199682,-0.8656389202670159,0,-1.3311106350363846,1,0,1
1699,7,1.0876701631891137,0.005799889435392411,-0.07745661554172008,0.0,-0.48531675163956245,1.1390897888926461,-0.4277374821899868,0.16550628477587181,2,1.0468269473649883,0,0,0
1335,1,-0.5553930181134334,-0.7095663631358926,0.3934222333459283,0.0,-0.4525615175195809,-0.7545130491175691,0.3352930839701288,-1.4851991762534367,1,-1.4090561524314869,2,0,1
373,34,0.9489957977992088,0.23123971753351458,-0.3467718306887266,0.0,-0.6885259121235965,1.6535691035664573,1.303884181467398,-0.40425595462774216,0,-0.1393398862258494,2,0,0
1041,18,-0.8749664197433512,0.005034345237354696,1.0751162565995278,0.0,-1.1734482202176142,0.0037101832907062817,-1.0052787088142388,1.0456376551078275,2,1.3403589876395028,1,0,1
1239,6,0.7337494739688063,-0.709677595091794,-0.4627473839125525,0.0,0.17200139766661338,-0.4890020757292685,0.49230369593371404,0.5860856769866372,2,-0.3440683940470986,1,0,0
1873,26,-1.8946915918292726,-0.571332418002333,-0.5404165410248848,0.0,1.2843564696225198,1.489901381805646,0.174107319983688,0.2861798462320253,2,-1.685671031657329,0,0,0
1534,6,-0.7297094959101038,-0.3506634908158949,1.0466137618857907,0.0,-1.1734482202176142,-0.8367833736727337,0.30317414399756126,0.958606670381333,1,0.6867444099466006,1,0,1
1668,14,0.13401457386424537,0.16329098044933904,0.30024150922372767,0.0,0.7163830590775456,-0.8122296868769977,0.02007767996542582,0.029080795565767273,0,0.12611081436472263,0,0,0
1627,1,-0.8492168793738049,0.6129886906785147,1.4269026750997886,0.0,-1.1734482202176142,-0.5466286434153638,1.1746418657383713,-0.6961213289930823,2,1.7109823021109833,0,0,1
1029,14,0.7176861160165703,-0.27621522167079765,0.6245641555092841,0.0,0.028771084274788795,-1.0555938879325262,-1.2573249578521715,-0.5280781982984784,0,0.7286399829557597,2,0,1
1222,27,-0.36501057672109627,-0.3925640742480477,-0.9708023858747404,0.0,1.0751538374422613,0.030461863564321814,-0.2322876404168115,0.029080795565767273,0,0.022797881814023247,0,1,0
819,24,0.03352069512420681,0.005799889435392411,-2.194510724558637,0.0,1.3134839143459418,1.2150682710371223,1.552774353174517,-1.7216096800867144,1,0.05393153430780129,1,1,2
1688,9,0.6379994232746068,-0.422160478189107,-0.05485546538019219,0.0,1.2772842370806625,0.10435141976473479,0.017087081637144542,-1.1469758638191105,0,1.3220877944031282,1,0,0
1476,41,-0.3076750197287729,-0.6547395362401747,0.26798227966281124,0.0,-1.1734482202176142,-0.8690224519723946,1.173470817780188,0.17397095802234672,0,0.19580592596146154,0,0,1
1764,6,-1.3269105066378453,-0.11777807196563622,0.9061752443630451,0.0,-0.8806571400079866,0.22699275070600897,-1.0589604462552513,-0.5514423815035319,0,0.022797881814023247,2,0,1
1076,14,-1.9011971713460505,0.005799889435392411,1.062190252528502,0.0,-1.1734482202176142,0.29860368279295657,-1.007214137378286,0.3956622370612777,2,-0.9128869658299711,1,0,1
1773,43,-0.9134275933536783,-0.31509650358108043,-0.7951535406954036,0.0,1.2355178268286824,0.27647257450169593,0.9288546187820813,0.8626319597336964,1,-0.08030879617780438,0,0,0
1664,24,-0.6220011861785529,0.3359478561154057,-0.982058087312431,0.0,0.7336586626437636,-1.4847791589093566,0.9099203749479388,-0.5060921346517474,1,-0.713208580506221,1,1,0
647,43,-0.0008608131307848504,-2.3337791198310947,-0.8991296534330612,0.0,-0.9331471597281924,0.899337493451255,-1.573422726526908,-0.1095910855686082,1,-0.2771784083918316,1,0,1
768,45,-0.08874268319629082,-0.09133145613933909,0.7455552001625582,0.0,-1.1734482202176142,1.4480121716642382,-0.6335930646632632,-1.5367541292329572,0,1.171479144455749,0,0,1
1908,7,0.5860022454080542,-1.8053333623291947,-0.5801315427864401,0.0,-0.8051258748623746,0.04257864155973667,-0.3611752982894052,0.355695336459437,2,-0.09803263022910029,1,0,0
1752,31,-0.5431370741505296,-1.3076114103560468,-0.37243812149153327,0.0,-0.6708916128569189,0.7764957774319466,1.1812611931928345,-0.4990628451605839,1,0.49347575961898077,1,0,1
373,10,0.002828656417907292,-0.22899604081037025,-0.6815022025000333,0.0,0.849719108556338,1.4641740817755844,-0.27758873082707575,-0.2251927208968014,2,-1.4354944199566388,0,0,0
230,7,1.228541916545478,1.3168064259231242,1.0015127929282572,0.0,0.1507192867075445,0.0037101832907062817,1.5283961327252638,-0.2639845419672639,0,0.9181240889399891,1,0,0
376,14,0.33361665545420993,0.36080570579762555,-1.02447012732453,0.0,1.7252771744507494,0.6197012219648783,1.7816265406993548,0.029080795565767273,2,-0.059799199063024354,2,1,2
79,6,0.11494876749116145,-0.012038217992436906,-1.3252523362565676,0.0,-0.017860070222802497,0.7855684406341026,1.0081595116590767,0.2682419569292368,0,-0.4869459482356444,0,1,0
822,18,-0.8407358466332718,-0.05192510228349765,1.298334929261261,0.0,-1.1734482202176142,-0.8382772569590712,0.598500651371913,-0.26574094821747307,0,0.3887938317497927,0,0,1
342,22,-0.1558408108933956,-0.7850927424272361,0.13719114045860648,0.0,0.938172881078164,0.2968083320562298,-0.38494854045065546,-1.7045859038966331,1,-1.3938907329660528,1,1,0
2065,4,-0.9016526503616434,-0.6058983263038674,-1.6134036540566996,0.0,1.4317408472803317,1.211066702029275,0.02007767996542582,0.44047414087095155,1,-0.30112740069504285,0,1,2
2179,21,0.8074615088545826,-1.4946345262451408,-1.7650566225348379,0.0,0.9582749710271316,1.4048259540638983,-0.4931222650606807,0.9681698822716196,0,-0.8332482870826852,0,1,0
1233,7,-0.4871938676447798,0.5951402431423359,0.4017550399963964,0.0,-0.06658318181303866,0.42964699430311537,-0.5318412945065566,1.7212897910453893,0,1.4503651274358598,2,0,0
1311,23,-0.0008608131307848504,-0.441670590229935,-0.12408828932176506,0.0,-0.24238164192792258,-0.2651513025435796,0.6748957618892689,-1.2708903434140995,1,0.3630665186020417,1,0,0
448,5,2.4564682852149535,0.840730304127252,-0.07745661554172008,0.0,-0.6559939190992279,0.4395154936100122,-0.12790848871692628,-0.9745465132590713,1,0.1429119807164739,0,1,0
567,2,0.06372060347784311,0.9838957036710997,1.0399408588672554,0.0,-1.1734482202176142,-0.34024793002562653,0.9055747845468615,0.15034368085765298,0,-0.3516573973409254,0,0,1
852,38,-0.0008608131307848504,-1.798553284200878,-0.6365279026255698,0.0,-1.1734482202176142,0.0037101832907062817,-0.3624624986985707,-0.9270942280226725,1,0.8476305031918088,1,0,1
1005,27,1.385372274927012,0.005799889435392411,-0.07745661554172008,0.0,-0.7896868274447231,0.04007412167619572,1.6182664831577382,-0.7432640699369174,0,-0.5894359887542495,1,0,0
608,33,-1.2800164502737044,-1.1219474866174053,-1.039543685982329,0.0,0.02611676734757026,0.5705268640175662,1.0826768621828422,-0.8280848164082163,0,0.7075908602409455,0,1,0
2078,21,0.6026867726477211,0.005799889435392411,0.9310646490568208,0.0,1.6402464012915852,1.7591671004713636,-1.0518847869050603,0.029080795565767273,2,0.022797881814023247,1,1,2
375,38,1.6143694494448246,0.6125223490850469,1.2265535905613876,0.0,-0.9329146024608931,-1.238288434215291,-0.38708628712110393,-0.9179586105493412,2,-0.7707155752988397,0,0,1
1727,11,-0.27917540576494865,1.9939121057342482,0.9369072022571417,0.0,-0.37656240400836904,0.839560412071503,1.5350716781080835,-1.30513546564444,2,1.6846885497614845,0,0,0
1836,9,0.32637825835188783,-0.4345555738284532,0.7393424331775565,0.0,-1.1734482202176142,0.34534207398155065,0.02007767996542582,0.7738970168301823,0,-0.49829812026947345,2,0,1
360,42,-0.273152293147941,0.5902624442946551,0.6756615575832049,0.0,-0.8680960723257276,1.5492382496638606,0.2565059008359494,-1.3049450251341719,0,-1.226983168832229,0,0,0
60,43,-0.05245069757199828,0.4308369819178034,1.516176301428307,0.0,-1.1734482202176142,1.2948534271623728,-0.3174618112105062,-0.9843729450471266,2,-0.6853764584607884,1,0,1
1241,19,1.2226819456774232,-0.6411346041826291,-0.8864625982812239,0.0,1.7554206093025224,-1.4922886823611348,-1.5028862940422616,0.8892988514989028,1,-1.4149611968531302,1,1,0
477,22,-0.13778167271439787,-0.18039004226223732,-0.39536119641527323,0.0,1.1674228595983764,0.07004435510431545,0.38363206271681394,0.15496971246194735,1,-1.5988086869782254,1,0,0
1695,6,-0.0008608131307848504,-0.37536934665547406,-1.1215946126069676,0.0,1.4007056310372583,-1.1621900089685644,0.02747532599215286,-1.0829064900780396,1,-0.7137416094306775,0,1,0
520,17,0.7079425666266684,0.08841839432479964,0.7286969573860983,0.0,-1.1734482202176142,-1.3003198957917972,-0.020318615980594805,1.2851549259101493,2,1.5444505837766058,2,0,1
1653,42,-0.05525340732866279,0.09834162878555124,-0.2283566786563015,0.0,0.15659153470282253,-1.583717216400209,0.5011686327808206,-0.7391351621377077,1,1.2141361047461054,0,1,0
1851,23,1.464448597353945,0.005799889435392411,1.0696326163561474,0.0,1.2926655053589406,1.3222592774493644,-0.24370231708625456,-0.6019316073417921,0,-1.7085560220903782,2,1,0
373,16,0.8816753004513197,-0.1628544083746639,0.7242201939445289,0.0,1.1141685804624555,1.0874301932758144,-0.31612612310960714,0.9633601663284456,1,-1.6525789114577372,2,0,0
1178,45,-0.5724769172984536,-1.2594520093475126,-1.1581841796845593,0.0,-0.8123296215309466,1.0109313274587493,0.3479344125227099,-1.1496547369369026,1,-1.7148009459813687,0,0,1
2121,4,-0.6756764125419549,-0.20203772927239533,-0.35788734671470057,0.0,-1.1734482202176142,-1.6997161732696116,0.3830341886581262,-0.40893351040431664,0,-0.4669914148403388,1,0,0
185,0,-0.003014872232472725,-0.5218372355642007,0.2980749933490994,0.0,-1.0667014920790323,-1.5882290310170077,-1.7351875724034818,-1.655300745648024,0,1.6820838354994034,0,0,1
2167,9,1.4195740237830674,1.4727513917340835,1.6983823793275517,0.0,-0.45354604165540563,0.18111112723343117,-1.3403862431849847,1.170865016561672,2,1.3899212706238324,1,0,1
1594,49,-0.12230030912726293,1.2057431477952798,-0.12645067809098243,0.0,1.4643325972070451,1.747474572975792,-0.941644825370717,-0.5547780524115571,1,-0.8736263032243025,1,1,0
388,6,-0.5178578857577819,0.08228193011522628,0.18105313578540477,0.0,1.317824756093452,-0.5500317814975884,0.6400279530634814,-0.8834434531247901,2,-0.314449410843949,0,0,0
127,9,0.25735772511966265,0.005799889435392411,-0.8950554986131363,0.0,-1.1734482202176142,-0.542778885889399,0.2773158757992545,0.2946212236390645,1,1.1363214903124361,2,0,1
1598,20,0.6425850256802333,-1.3261901864720593,-0.2523699486664305,0.0,-0.3231663191580682,-1.2829902396886763,0.9254067768896213,0.7388939452364794,1,0.9057129181090684,0,0,0
685,9,1.8187899889774233,-0.015320880509349337,-0.43347183938146516,0.0,-0.44114318841638533,0.6197367332948651,0.8644222631380769,1.1221025188025882,0,-1.2866073561849363,2,1,0
1903,24,0.43727327498251806,0.3239583867246019,1.1982161576739894,0.0,-1.1734482202176142,0.5222883859486215,1.2677595342078616,-0.5296833701158463,1,-1.3736086137666763,2,0,0
373,28,0.7116106504775194,-0.42700483150173496,0.6613690604587277,0.0,-1.1734482202176142,-1.3990989423708518,-0.43898586832037223,1.1199887839091451,1,0.022797881814023247,0,0,1
759,46,-0.3886428241752263,-0.538492570080726,-0.4926343343772331,0.0,-0.35813798665653535,-0.10929436232110352,-0.5527442735690619,-0.11383086832753322,0,-1.3934493521561215,1,0,1
186,6,-1.6776927265186052,-0.6574618712706232,-1.6078473674617746,0.0,2.1504363887418325,0.594155212827621,1.1883372801696306,0.029080795565767273,0,1.1383889288530136,0,0,2
614,4,0.9826799740067661,-0.05600614417270501,0.8407313373282146,0.0,-0.9722168228100564,-0.017325512538927945,0.02007767996542582,1.2407592338245896,0,-0.8638495229161272,0,0,1
373,7,-0.0008608131307848504,-2.548177711684991,-1.7570926550258819,0.0,0.08415617348927716,0.6198346009389778,-0.136747275338532,0.18005919657414282,1,-1.091488068947735,2,0,0
144,36,-0.0008608131307848504,-1.1946130516382685,-0.8905026801533704,0.0,0.6975369314919998,1.1197994328357934,-1.092813610132235,0.37479833245710076,0,-1.1007981403817606,0,1,0
1406,27,-0.502318070605287,-0.6936414244650885,-0.29117062464351345,0.0,-0.573440552203342,0.6601816615488109,1.4850863572342474,1.5645874445961239,1,-1.592661329328429,0,0,0
1526,9,0.6897066783434612,0.005799889435392411,0.0700867778763077,0.0,-0.7670730720531828,1.4168684618367735,0.6903167544436861,1.3270874335164273,2,-0.933855683075273,1,0,1
1619,5,-0.40003183461059966,0.20799890371421234,-0.3716440441176364,0.0,-0.37462635257896826,-0.385955939034585,-0.9125291133227776,-0.7535405321631088,2,0.8802249999320461,1,0,0
2170,20,1.7819468955657114,1.3396777118915275,2.1721854470962683,0.0,-1.0663007931661703,-1.145684714336695,1.5913633339567312,0.017165024753903215,0,-1.54975907234313,1,0,1
1769,8,0.10666182988802211,1.3023494602720649,0.34102688712679724,0.0,-0.4110003153251514,1.1254013298806271,-0.4719401849462567,-1.0371695828391128,0,-1.0410011423277317,2,1,0
1895,6,-0.9985749119160924,-0.09203506682893202,0.7350499379175858,0.0,-1.1734482202176142,0.0037101832907062817,0.5922451116161055,-0.7100983274011348,1,0.022797881814023247,0,0,1
1602,49,0.056059545383164745,-0.5335440285101797,-0.8460419431240713,0.0,0.7044206820085986,0.0037101832907062817,-0.5520955486190752,0.6737508685714406,0,0.022797881814023247,1,0,0
994,24,-0.23593998212407535,-0.7324940666996276,-0.2870771936291388,0.0,-0.01357775682247481,-1.6754738062471268,1.1031740651118427,-0.23922172221770002,2,0.13786340411746983,2,0,0
516,22,-2.718721364632918,-0.2859274859645545,1.0317582486311432,0.0,-1.1734482202176142,1.4897372663767865,1.4244720419474322,0.029080795565767273,2,-1.0855193043544902,2,0,1
696,20,1.9181482363166342,-0.48975944271223343,0.48018620660954153,0.0,-1.1734482202176142,0.3197271056329003,1.0339279162580584,1.1600300210829815,2,0.4655540534715164,1,0,1
1706,31,1.5114552209541372,0.5534943713676864,0.02660443122751298,0.0,1.3575054070817276,0.973487362442868,1.250978096039485,0.029080795565767273,1,0.006307882555848069,1,1,0
666,27,0.38141245970533355,0.4126726526967886,1.4297634024965535,0.0,-1.1208059164718438,-0.3521116370886282,-1.424027662852361,0.2535914142840533,1,0.5880349871059842,1,0,1
2090,30,0.7866946678752836,0.5938168635748854,0.9807979371735779,0.0,-1.1734482202176142,0.0037101832907062817,1.5217169738693144,0.9967099088396733,0,1.6866591653904375,2,0,1
307,44,-1.429968212540524,1.2988703705396998,0.3709438552324042,0.0,0.057904787816238215,-0.954370011581783,0.44771382537664683,0.7748740660536747,0,-0.9810104248643029,1,1,0
1646,38,0.7307450426022764,0.10038500203796911,-0.07745194455487606,0.0,-0.9249970222717515,-1.5748708496998405,0.6631709931176959,0.029080795565767273,2,1.1684814094673528,0,0,1
1405,40,-0.6790529445167287,1.1300545502253032,1.9523058955153805,0.0,0.5411999397836402,1.5573902179172956,-1.0658635066367668,-0.31760552738742814,2,1.6019801120727204,1,0,0
1566,21,-2.7416885903114157,0.005799889435392411,-0.07745661554172008,0.0,1.160705594243588,-0.14939878855441538,0.394882755568486,-0.22657220305015122,2,0.42852712668288195,1,0,0
1530,8,-0.41053358817851693,1.2204127842108574,0.20180046668845328,0.0,-0.9119632951172683,0.621556852509465,-1.4632044292447521,-0.5259168360485308,0,-1.2928555184298132,1,0,0
2191,41,0.062072356468662694,1.089963562000622,-1.163832006694916,0.0,0.8633787954774177,0.0037101832907062817,0.7036077612093398,0.7178831016772156,0,-1.5624841603791415,0,1,0
691,15,0.14078449999264872,1.0338818868758053,1.1577789643420062,0.0,-0.5002316479732049,0.0037101832907062817,-0.3236679120929181,-1.319402488759276,2,-0.7756386156473779,0,0,0
1795,24,0.9101717025390555,0.06806941230384973,0.10297576612226418,0.0,0.37308266656519967,0.5865815562411508,-1.2454152046385267,1.6709968925661105,0,0.022797881814023247,0,0,0
1958,26,0.7082338271581091,-0.7372738326811578,-0.4816176812016895,0.0,0.609379077025458,0.22403085686319965,1.7193642665484612,1.001673347042613,1,0.1294217377339928,0,1,0
424,35,0.41660027667586624,-1.5043184858138725,-1.203751897707737,0.0,0.23064505243898423,0.7465107343172843,1.4393826436869261,-0.705909533398593,0,0.2778272741369926,0,0,0
1550,31,1.0353745914211414,-0.07358619983456746,0.6742702279453677,0.0,-1.1734482202176142,0.0037101832907062817,1.4123655617502193,-1.6136970602630063,2,0.38743879115800606,2,0,1
1059,34,-1.4025766191941305,1.5880067392912147,0.441168890876691,0.0,1.3206545709323159,-1.1010174911754034,1.0371594384493215,0.7613077248308078,0,-0.5875575919915386,0,0,0
1970,34,0.19835487787656542,-0.35858072024103493,-0.07745661554172008,0.0,-0.5312033127687052,-1.3696992421690921,0.6902011529223092,0.8431878727853226,1,-1.115089636818682,1,0,1
857,31,1.0398583051509782,0.7980240796495744,-0.67355887869864,0.0,-0.9273800559071964,-1.4923703745345633,0.5579888472118054,1.6573897467083731,2,1.590967001145788,0,0,0
373,34,-1.4116326100306538,0.8601600021539217,1.5496127473199377,0.0,-1.1734482202176142,-0.43821523081390334,-1.40893316672847,-0.863794958055373,0,0.8945110186246126,0,0,1
